title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New Toyota Hilux 2025,195000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-toyota-hilux-gr-sports-2025-at-28ldiesel-black-854968.html,10,,dubicars,2026-04-28T15:33:39.941592,dom,,,True,854968.0,Japanese,mainstream,Premium,1.0,195000.0,0.0,83,2.14,Overpriced ⚠️
New Toyota Land Cruiser 2025,344000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-35t-gr-sport-hybrid-945079.html,27,,dubicars,2026-04-28T15:34:31.619714,dom,,,True,945079.0,Japanese,mainstream,Luxury,1.0,344000.0,0.0,83,1.2,Overpriced ⚠️
New Toyota Grand Highlander 2025,269000.0,AED,2025.0,0.0,Toyota,Highlander,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-grand-highlander-grand-highlander-platinum-hybrid-937287.html,20,,dubicars,2026-04-28T15:34:54.043951,dom,,,True,937287.0,Japanese,mainstream,Luxury,1.0,269000.0,0.0,83,2.66,Overpriced ⚠️
New Toyota RAV4 2025,123000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-25l-adventure-2025-full-888671.html,20,,dubicars,2026-04-28T15:34:02.814828,dom,,,True,888671.0,Japanese,mainstream,Premium,1.0,123000.0,0.0,83,0.12,Normal
New Toyota Land Cruiser Pick Up 2025,249999.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-pick-up-pickup-70th-lx1-40l-brand-new-gcc-spec-under-warranty-manual-transmission-915207.html,14,,dubicars,2026-04-28T15:34:54.045313,dom,,,True,915207.0,Japanese,mainstream,Premium,1.0,249999.0,0.0,88,-0.01,Normal
New Toyota Prado 2025,177000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-250-txl-27p-at-limited-grey-755361.html,20,,dubicars,2026-04-28T15:34:54.045432,dom,,,True,755361.0,Japanese,mainstream,Premium,1.0,177000.0,0.0,83,-1.03,Normal
New Toyota Hilux 2025,84000.0,AED,2025.0,5.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-2025-model-toyota-hilux-4x2-dc-27-mt-906732.html,17,,dubicars,2026-04-28T15:34:54.046352,dom,,,True,906732.0,Japanese,mainstream,Mid-Range,1.0,84000.0,5.0,83,-1.07,Potential Deal 🔥
New Toyota Land Cruiser 70 2025,245500.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-70-s-dlx-28l-5-door-956765.html,29,,dubicars,2026-04-28T15:34:54.046675,dom,,,True,956765.0,Japanese,mainstream,Premium,1.0,245500.0,0.0,83,-0.07,Normal
New Toyota Hiace 2025,148000.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-commuter-gl-high-roof-35l-917288.html,30,,dubicars,2026-04-28T15:34:02.819581,dom,,,True,917288.0,Japanese,mainstream,Premium,1.0,148000.0,0.0,78,0.13,Normal
New Toyota Prado 2025,228000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-vxr-24t-937689.html,23,,dubicars,2026-04-28T15:34:31.618259,dom,,,True,937689.0,Japanese,mainstream,Premium,1.0,228000.0,0.0,83,0.72,Normal
New MG ZS 2025,44000.0,AED,2025.0,31.0,MG,ZS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-zs-2026-mg-zs-15l-at-std-2wd-export-only-927163.html,21,,dubicars,2026-04-28T15:28:33.985604,dom,,,True,927163.0,Chinese,budget,Economy,1.0,44000.0,31.0,78,-0.33,Normal
New MG 5 2024,41500.0,AED,2024.0,15.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-5-mg5-deluxe-15l-2024-model-chinese-specs-price-for-local-960099.html,21,,dubicars,2026-04-28T15:30:57.921554,dom,,,True,960099.0,Chinese,budget,Economy,2.0,20750.0,7.5,78,,Normal
New MG HS 2023,60000.0,AED,2023.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-mg-hs-luxury-20l-950795.html,19,,dubicars,2026-04-28T15:31:23.797702,dom,,,True,950795.0,Chinese,budget,Economy,3.0,20000.0,0.0,78,0.47,Normal
New MG 5 2025,37500.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-mg5-2025-964773.html,15,,dubicars,2026-04-28T15:35:48.626050,dom,,,True,964773.0,Chinese,budget,Economy,1.0,37500.0,0.0,78,-0.27,Normal
New MG HS 2023,54500.0,AED,2023.0,0.0,MG,HS,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-mg-hs-luxury-20l-952222.html,9,,dubicars,2026-04-28T15:36:01.412313,dom,,,True,952222.0,Chinese,budget,Economy,3.0,18166.666666666668,0.0,78,-0.47,Normal
New MG T60 2022,55000.0,AED,2022.0,0.0,MG,T60,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2022-mg-t60-mg-pick-up-t60-diesel-28-mt-958870.html,13,,dubicars,2026-04-28T15:36:20.207442,dom,,,True,958870.0,Chinese,budget,Economy,4.0,13750.0,0.0,83,,Normal
New MG 6 2025,66000.0,AED,2025.0,0.0,MG,6,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-6-luxury-15l-mg-6-x-line-trophy-15-turbo-181hp-951420.html,21,,dubicars,2026-04-28T15:36:42.135092,dom,,,True,951420.0,Chinese,budget,Mid-Range,1.0,66000.0,0.0,78,-0.54,Normal
New MG 5 2025,40500.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-940669.html,20,,dubicars,2026-04-28T15:37:57.820049,dom,,,True,940669.0,Chinese,budget,Economy,1.0,40500.0,0.0,78,0.54,Normal
New MG 5 2025,37000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-15l-global-luxury-edition-866878.html,14,,dubicars,2026-04-28T15:39:15.943030,dom,,,True,866878.0,Chinese,budget,Economy,1.0,37000.0,0.0,78,-0.4,Normal
New Toyota Land Cruiser 2025,287000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-gxr-35l-960566.html,30,,dubicars,2026-04-28T15:34:54.044860,dom,,,True,960566.0,Japanese,mainstream,Luxury,1.0,287000.0,0.0,83,0.46,Normal
New Toyota Hilux 2025,125000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-toyota-hilux-toyota-hilux-24l-diesel-at-4x4-full-option-2025-888525.html,29,,dubicars,2026-04-28T15:35:48.624278,dom,,,True,888525.0,Japanese,mainstream,Premium,1.0,125000.0,0.0,83,0.12,Normal
New Toyota Prado 2025,247000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-prado-adventure-24-2025-full-option-with-radar-967549.html,14,,dubicars,2026-04-28T15:35:15.761989,dom,,,True,967549.0,Japanese,mainstream,Premium,1.0,247000.0,0.0,83,1.38,Above Market
New Toyota RAV4 2025,89999.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-2x4-917531.html,30,,dubicars,2026-04-28T15:35:15.763750,dom,,,True,917531.0,Japanese,mainstream,Mid-Range,1.0,89999.0,0.0,83,-1.16,Below Market
New Toyota Prado 2025,278000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-toyota-prado-prado-24petrol-gcc-2025-916925.html,11,,dubicars,2026-04-28T15:36:01.411542,dom,,,True,916925.0,Japanese,mainstream,Luxury,1.0,278000.0,0.0,88,2.45,Overpriced ⚠️
New MG GT 2025,51599.0,AED,2025.0,20.0,MG,GT,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-gt-luxury-guaranteed-warranty-0-down-payment-929788.html,23,,dubicars,2026-04-28T15:18:42.802556,dom,,,True,929788.0,Chinese,budget,Economy,1.0,51599.0,20.0,78,1.0,Normal
New MG GT 2025,51999.0,AED,2025.0,20.0,MG,GT,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-gt-luxury-guaranteed-warranty-0-down-payment-929790.html,22,,dubicars,2026-04-28T15:18:42.802671,dom,,,True,929790.0,Chinese,budget,Economy,1.0,51999.0,20.0,78,1.1,Normal
New MG GT 2025,46500.0,AED,2025.0,0.0,MG,GT,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-gt-mg5-15t-full-option-300tgi-935215.html,23,,dubicars,2026-04-28T15:20:16.605690,dom,,,True,935215.0,Chinese,budget,Economy,1.0,46500.0,0.0,78,-0.38,Normal
New MG 5 2025,40000.0,AED,2025.0,10.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-2026-mg5-15l-auto-luxury-908944.html,22,,dubicars,2026-04-28T15:21:03.399167,dom,,,True,908944.0,Chinese,budget,Economy,1.0,40000.0,10.0,78,0.4,Normal
New MG 7 2025,75000.0,AED,2025.0,0.0,MG,7,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-7-300-vgi-893912.html,20,,dubicars,2026-04-28T15:25:59.128829,dom,,,True,893912.0,Chinese,budget,Mid-Range,1.0,75000.0,0.0,78,0.35,Normal
New Toyota Land Cruiser 2024,298000.0,AED,2024.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-toyota-land-cruiser-toyota-lc300-gr-s-33-diesel-2024-full-with-radar-gcc-961272.html,30,,dubicars,2026-04-28T15:36:20.207573,dom,,,True,961272.0,Japanese,mainstream,Luxury,2.0,149000.0,0.0,88,1.12,Overpriced ⚠️
New Toyota Corolla Cross 2024,67000.0,AED,2024.0,0.0,Toyota,Corolla Cross,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-corolla-cross-toyota-corolla-cross-20l-hybrid-with-radar-my-2024-860088.html,23,,dubicars,2026-04-28T15:36:20.208018,dom,,,True,860088.0,Japanese,mainstream,Mid-Range,2.0,33500.0,0.0,78,-0.72,Normal
New MG RX9 2025,108699.0,AED,2025.0,10.0,MG,RX9,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-rx9-luxury-guaranteed-warranty-0-down-payment-948713.html,28,,dubicars,2026-04-28T15:07:31.028480,dom,,,True,948713.0,Chinese,budget,Mid-Range,1.0,108699.0,10.0,78,-1.12,Normal
New MG ZS 2025,61999.0,AED,2025.0,0.0,MG,ZS,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-zs-only-for-export-2025-mg-zs-lux-15t-cvt-fwd-gcc-brand-new-967541.html,20,,dubicars,2026-04-28T15:09:13.182386,dom,,,True,967541.0,Chinese,budget,Mid-Range,1.0,61999.0,0.0,83,1.84,Overpriced ⚠️
New MG 5 2025,39000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-180dvvt-global-first-edition-15l-petrol-sunroof-leather-seats-front-rear-camera-codemg-944068.html,15,,dubicars,2026-04-28T15:10:53.471044,dom,,,True,944068.0,Chinese,budget,Economy,1.0,39000.0,0.0,78,0.13,Normal
New Toyota Land Cruiser 2025,337000.0,AED,2025.0,5.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-940875.html,12,,dubicars,2026-04-28T15:36:42.135771,dom,,,True,940875.0,Japanese,mainstream,Luxury,1.0,337000.0,5.0,83,1.11,Overpriced ⚠️
New MG One 2024,63999.0,AED,2024.0,0.0,MG,One,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-one-brand-3-years-warranty-980-monthly-ref-947329.html,15,,dubicars,2026-04-28T15:06:30.970752,dom,,,True,947329.0,Chinese,budget,Mid-Range,2.0,31999.5,0.0,78,0.88,Normal
New MG GT 2023,45499.0,AED,2023.0,0.0,MG,GT,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-mg-gt-brand-turbo-sporty-sedan-with-warranty-ref-mggt2023-947300.html,20,,dubicars,2026-04-28T15:06:58.310557,dom,,,True,947300.0,Chinese,budget,Economy,3.0,15166.333333333334,0.0,83,,Normal
New MG RX5 2025,50000.0,AED,2025.0,0.0,MG,RX5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-rx5-2025-mg-rx5-15l-std-automatic-ready-stock-951830.html,23,,dubicars,2026-04-28T15:07:13.838168,dom,,,True,951830.0,Chinese,budget,Economy,1.0,50000.0,0.0,78,-1.29,Normal
New MG RX5 2025,65499.0,AED,2025.0,25.0,MG,RX5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-rx5-luxury-guaranteed-warranty-0-down-payment-969350.html,28,,dubicars,2026-04-28T15:07:13.841138,dom,,,True,969350.0,Chinese,budget,Mid-Range,1.0,65499.0,25.0,78,1.14,Normal
New MG GT 2025,51999.0,AED,2025.0,23.0,MG,GT,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-gt-luxury-guaranteed-warranty-0-down-payment-969312.html,28,,dubicars,2026-04-28T15:07:13.841785,dom,,,True,969312.0,Chinese,budget,Economy,1.0,51999.0,23.0,78,1.1,Normal
New Toyota Land Cruiser 2025,357000.0,AED,2025.0,3.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-35t-vxr-hybrid-935604.html,28,,dubicars,2026-04-28T15:36:01.412626,dom,,,True,935604.0,Japanese,mainstream,Luxury,1.0,357000.0,3.0,83,1.37,Overpriced ⚠️
New Toyota Hilux 2025,84000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-4x2-27l-mt-double-cab-bench-seat-945290.html,17,,dubicars,2026-04-28T15:36:01.413409,dom,,,True,945290.0,Japanese,mainstream,Mid-Range,1.0,84000.0,0.0,83,-1.07,Potential Deal 🔥
New Toyota Land Cruiser Pick Up 2025,189000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-pick-up-79-sc-40l-petrol-automatic-transmission-for-re-export-only-940280.html,10,,dubicars,2026-04-28T15:36:01.413519,dom,,,True,940280.0,Japanese,mainstream,Premium,1.0,189000.0,0.0,83,-0.8,Below Market
New Toyota Land Cruiser 2022,300000.0,AED,2022.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2022-toyota-land-cruiser-gr-s-33l-957506.html,13,,dubicars,2026-04-28T15:37:08.377986,dom,,,True,957506.0,Japanese,mainstream,Luxury,4.0,75000.0,0.0,83,-0.33,Normal
New Toyota Prado 2025,231000.0,AED,2025.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-prado-adventure-mono-tone-24t-adventure-24t-926719.html,28,,dubicars,2026-04-28T15:36:20.208604,dom,,,True,926719.0,Japanese,mainstream,Premium,1.0,231000.0,0.0,83,0.83,Normal
New Toyota RAV4 2025,165000.0,AED,2025.0,0.0,Toyota,RAV4,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-rav4-rav4-25l-adventure-924840.html,20,,dubicars,2026-04-28T15:36:20.208699,dom,,,True,924840.0,Japanese,mainstream,Premium,1.0,165000.0,0.0,83,1.74,Overpriced ⚠️
New Toyota Prado 2024,177999.0,AED,2024.0,0.0,Toyota,Prado,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-prado-first-edition-prado-basic-option-928279.html,17,,dubicars,2026-04-28T15:36:20.208794,dom,,,True,928279.0,Japanese,mainstream,Premium,2.0,88999.5,0.0,83,-0.31,Normal
New Toyota Hilux 2025,132000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-930519.html,22,,dubicars,2026-04-28T15:36:20.208888,dom,,,True,930519.0,Japanese,mainstream,Premium,1.0,132000.0,0.0,83,0.32,Normal
New Toyota Hiace 2025,133500.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-gl-standard-roof-35l-hiace-25l-high-roof-945369.html,19,,dubicars,2026-04-28T15:36:20.209081,dom,,,True,945369.0,Japanese,mainstream,Premium,1.0,133500.0,0.0,78,-0.03,Normal
New Toyota Starlet 2023,48000.0,AED,2023.0,0.0,Toyota,Starlet,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-starlet-lhd-toyota-starlet-15p-at-my2023-silver-759690.html,20,,dubicars,2026-04-28T15:36:42.133613,dom,,,True,759690.0,Japanese,mainstream,Economy,3.0,16000.0,0.0,78,,Normal
New Toyota Starlet 2025,48000.0,AED,2025.0,0.0,Toyota,Starlet,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-starlet-lhd-toyota-starlet-15p-at-my2025-black-759688.html,20,,dubicars,2026-04-28T15:36:42.133731,dom,,,True,759688.0,Japanese,mainstream,Economy,1.0,48000.0,0.0,78,,Normal
New Toyota Camry 2025,176000.0,AED,2025.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-camry-camry-limited-full-hybrid-25-889027.html,16,,dubicars,2026-04-28T15:37:29.442956,dom,,,True,889027.0,Japanese,mainstream,Premium,1.0,176000.0,0.0,83,2.64,Overpriced ⚠️
New Toyota Land Cruiser 2025,201000.0,AED,2025.0,0.0,Toyota,Land Cruiser,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-land-cruiser-908340.html,15,,dubicars,2026-04-28T15:37:29.444145,dom,,,True,908340.0,Japanese,mainstream,Premium,1.0,201000.0,0.0,83,-0.64,Below Market
New Toyota Camry 2023,100000.0,AED,2023.0,0.0,Toyota,Camry,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-toyota-camry-gle-hybrid-25l-736237.html,14,,dubicars,2026-04-28T15:37:29.445320,dom,,,True,736237.0,Japanese,mainstream,Mid-Range,3.0,33333.333333333336,0.0,83,,Normal
New Toyota Fortuner 2025,168000.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-vxr-40l-278-hp-40l-vxr-v6-petrol-automatic-transmission-944942.html,20,,dubicars,2026-04-28T15:37:29.448706,dom,,,True,944942.0,Japanese,mainstream,Premium,1.0,168000.0,0.0,83,1.6,Above Market
New Toyota Fortuner 2024,130000.0,AED,2024.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-fortuner-fortuner-vx-28l-diesel-2024-759001.html,19,,dubicars,2026-04-28T15:36:42.135993,dom,,,True,759001.0,Japanese,mainstream,Premium,2.0,65000.0,0.0,83,1.22,Normal
New Toyota Fortuner 2025,119000.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-toyota-fortuner-27l-4x4-petrol-my-2025-883476.html,16,,dubicars,2026-04-28T15:37:08.374503,dom,,,True,883476.0,Japanese,mainstream,Mid-Range,1.0,119000.0,0.0,83,-0.58,Normal
New Toyota Hilux 2024,140000.0,AED,2024.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-toyota-hilux-toyota-hilux-adventure-40-petrol-757868.html,15,,dubicars,2026-04-28T15:37:08.374610,dom,,,True,757868.0,Japanese,mainstream,Premium,2.0,70000.0,0.0,83,0.74,Above Market
New Toyota Hiace 2025,128000.0,AED,2025.0,0.0,Toyota,Hiace,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hiace-commuter-standard-28l-943461.html,20,,dubicars,2026-04-28T15:37:08.374842,dom,,,True,943461.0,Japanese,mainstream,Premium,1.0,128000.0,0.0,78,-0.09,Normal
New MG GT 2025,47900.0,AED,2025.0,0.0,MG,GT,,Sedan,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-mg-gt-brand-new-2025-mg-gt-n-mg-gt-15-25-15l-turbo-luxury-sedan-gcc-export-only-934252.html,25,,dubicars,2026-04-28T15:00:16.692388,dom,,,True,934252.0,Chinese,budget,Economy,1.0,47900.0,0.0,88,0.0,Normal
New MG 7 2025,92999.0,AED,2025.0,0.0,MG,7,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-7-mg-mg7-brand-new-15l-turbo-3-years-warranty-aed-1850-with-0-downpayment-refmg7-970558.html,16,,dubicars,2026-04-28T15:02:29.991161,dom,,,True,970558.0,Chinese,budget,Mid-Range,1.0,92999.0,0.0,78,2.12,Overpriced ⚠️
New MG 5 2025,36000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-2025-mg-5-comfort-15l-petrol-sunroof-leather-seats-949020.html,22,,dubicars,2026-04-28T15:02:29.992549,dom,,,True,949020.0,Chinese,budget,Economy,1.0,36000.0,0.0,78,-0.67,Normal
New MG 5 2025,38000.0,AED,2025.0,0.0,MG,5,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-5-luxury-edition-15l-2025-export-price-856334.html,25,,dubicars,2026-04-28T15:02:38.977733,dom,,,True,856334.0,Chinese,budget,Economy,1.0,38000.0,0.0,78,-0.13,Normal
New MG GT 2025,42000.0,AED,2025.0,0.0,MG,GT,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-gt-15l-turbo-petrol-full-option-ready-stock-uae-possible-923532.html,20,,dubicars,2026-04-28T15:02:38.980569,dom,,,True,923532.0,Chinese,budget,Economy,1.0,42000.0,0.0,78,-1.59,Normal
New MG RX9 2025,109599.0,AED,2025.0,28.0,MG,RX9,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-rx9-luxury-guaranteed-warranty-0-down-payment-948710.html,29,,dubicars,2026-04-28T15:03:28.203612,dom,,,True,948710.0,Chinese,budget,Mid-Range,1.0,109599.0,28.0,78,0.0,Normal
New MG RX9 2025,110299.0,AED,2025.0,25.0,MG,RX9,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-mg-rx9-luxury-guaranteed-warranty-0-down-payment-948709.html,29,,dubicars,2026-04-28T15:03:28.203769,dom,,,True,948709.0,Chinese,budget,Mid-Range,1.0,110299.0,25.0,78,0.87,Normal
New MG One 2024,58999.0,AED,2024.0,0.0,MG,One,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-mg-one-brand-3-years-warranty-880-monthly-ref-947366.html,15,,dubicars,2026-04-28T15:06:30.969025,dom,,,True,947366.0,Chinese,budget,Economy,2.0,29499.5,0.0,78,0.0,Normal
New Toyota Veloz 2025,64000.0,AED,2025.0,0.0,Toyota,Veloz,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-veloz-gx-896792.html,15,,dubicars,2026-04-28T15:38:23.218283,dom,,,True,896792.0,Japanese,mainstream,Mid-Range,1.0,64000.0,0.0,78,-1.74,Normal
New Toyota Hilux 2025,147000.0,AED,2025.0,0.0,Toyota,Hilux,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-hilux-adventure-40l-932641.html,13,,dubicars,2026-04-28T15:37:57.814471,dom,,,True,932641.0,Japanese,mainstream,Premium,1.0,147000.0,0.0,83,0.75,Above Market
New Toyota Corolla 2025,75000.0,AED,2025.0,0.0,Toyota,Corolla,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-corolla-corolla-cross-20l-hybird-930523.html,19,,dubicars,2026-04-28T15:37:57.817575,dom,,,True,930523.0,Japanese,mainstream,Mid-Range,1.0,75000.0,0.0,83,0.18,Overpriced ⚠️
New Toyota Fortuner 2025,134000.0,AED,2025.0,0.0,Toyota,Fortuner,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-fortuner-gx2-4x4-27l-17-aly-dual-auto-ac-945255.html,18,,dubicars,2026-04-28T15:37:57.820482,dom,,,True,945255.0,Japanese,mainstream,Premium,1.0,134000.0,0.0,83,0.09,Normal
New Toyota Coaster 2025,187000.0,AED,2025.0,0.0,Toyota,Coaster,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-toyota-coaster-27l-23-seater-with-baggage-rack-and-curtain-rail-945230.html,21,,dubicars,2026-04-28T15:38:57.569167,dom,,,True,945230.0,Japanese,mainstream,Premium,1.0,187000.0,0.0,78,-1.25,Normal
