title,price,currency,year,mileage,brand,model,trim,body_type,fuel_type,transmission,color,interior_color,cylinders,horsepower,engine_cc,doors,specs_origin,seller_type,location,url,photos_count,has_warranty,source,scraped_at,extraction_method,dealer,publish_date,is_new,listing_id,brand_origin,brand_tier,price_tier,car_age,price_per_age,mileage_per_year,quality_score,price_vs_market,cross_source_flag
New Jeep Cherokee 2024,185000.0,AED,2024.0,0.0,Jeep,Cherokee,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-jeep-cherokee-jeep-cherokee-2024-export-690553.html,14,,dubicars,2026-04-28T15:39:15.941102,dom,,,True,690553.0,American,mainstream,Premium,2.0,92500.0,0.0,78,,Normal
New Renault Express 2025,50000.0,AED,2025.0,0.0,Renault,Express,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-renault-express-renault-express-16l-769905.html,12,,dubicars,2026-04-28T13:32:12.318543,dom,,,True,769905.0,French,budget,Economy,1.0,50000.0,0.0,78,,Normal
New Renault Koleos 2025,85000.0,AED,2025.0,0.0,Renault,Koleos,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-renault-koleos-4wd-25l-for-local-registration-plus-10-844484.html,19,,dubicars,2026-04-28T13:32:29.598721,dom,,,True,844484.0,French,budget,Mid-Range,1.0,85000.0,0.0,78,,Normal
New Renault Duster 2025,51500.0,AED,2025.0,0.0,Renault,Duster,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-renault-duster-le-16l-renault-duster-16l-full-option-924991.html,20,,dubicars,2026-04-28T13:50:02.213292,dom,,,True,924991.0,French,budget,Economy,1.0,51500.0,0.0,78,-0.17,Normal
New Nissan Navara 2023,60000.0,AED,2023.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-nissan-navara-nissan-navara-25-petrol-se-4x2-mt-dc-plus-698084.html,22,,dubicars,2026-04-28T13:45:27.671619,dom,,,True,698084.0,Japanese,mainstream,Economy,3.0,20000.0,0.0,83,-0.3,Normal
New Nissan Patrol 2025,345000.0,AED,2025.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-patrol-35-full-922737.html,25,,dubicars,2026-04-28T13:47:40.876433,dom,,,True,922737.0,Japanese,mainstream,Luxury,1.0,345000.0,0.0,83,0.37,Normal
New Nissan Patrol 2025,333000.0,AED,2025.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-patrol-se-platinum-city-38l-867994.html,19,,dubicars,2026-04-28T13:48:26.757325,dom,,,True,867994.0,Japanese,mainstream,Luxury,1.0,333000.0,0.0,83,0.15,Normal
New Nissan Altima 2023,130000.0,AED,2023.0,50.0,Nissan,Altima,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-nissan-altima-sl-25l-sl-20-887456.html,14,,dubicars,2026-04-28T13:48:47.412063,dom,,,True,887456.0,Japanese,mainstream,Premium,3.0,43333.333333333336,16.666666666666668,83,,Normal
New Nissan Patrol 2024,320000.0,AED,2024.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-nissan-patrol-le-platinum-56l-gcc-spec-brand-new-939482.html,6,,dubicars,2026-04-28T13:49:24.959931,dom,,,True,939482.0,Japanese,mainstream,Luxury,2.0,160000.0,0.0,88,1.02,Above Market
New Nissan Z 2024,159000.0,AED,2024.0,50.0,Nissan,Z,,Coupe,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-z-at-coupe-30l-902405.html,13,,dubicars,2026-04-28T14:00:43.856940,dom,,,True,902405.0,Japanese,mainstream,Premium,2.0,79500.0,25.0,83,,Normal
New Nissan Urvan 2025,80000.0,AED,2025.0,0.0,Nissan,Urvan,,Van/MPV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-urvan-3-seater-manual-4-door-954461.html,10,,dubicars,2026-04-28T14:00:43.857330,dom,,,True,954461.0,Japanese,mainstream,Mid-Range,1.0,80000.0,0.0,83,-0.65,Normal
New Nissan Urvan 2024,80000.0,AED,2024.0,0.0,Nissan,Urvan,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-nissan-urvan-3-seater-manual-4-door-nv350-2024-hi-roof-dry-van-25l-petrol-manual-gcc-specs-rwd-931262.html,25,,dubicars,2026-04-28T14:01:11.613317,dom,,,True,931262.0,Japanese,mainstream,Mid-Range,2.0,40000.0,0.0,88,,Normal
New Nissan Patrol Super Safari 2024,350000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-super-safari-958065.html,14,,dubicars,2026-04-28T13:53:05.468755,dom,,,True,958065.0,Japanese,mainstream,Luxury,2.0,175000.0,0.0,78,1.49,Above Market
New Nissan Patrol Safari 2024,275000.0,AED,2024.0,0.0,Nissan,Patrol Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-safari-safari-48l-mt-959557.html,9,,dubicars,2026-04-28T13:53:05.468972,dom,,,True,959557.0,Japanese,mainstream,Luxury,2.0,137500.0,0.0,78,1.88,Above Market
New Nissan Sylphy 2025,33800.0,AED,2025.0,0.0,Nissan,Sylphy,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-sylphy-classic-xe-16l-white-inside-black-export-only-951329.html,23,,dubicars,2026-04-28T13:55:41.654772,dom,,,True,951329.0,Japanese,mainstream,Economy,1.0,33800.0,0.0,78,-0.43,Normal
New Nissan Magnite 2025,49800.0,AED,2025.0,0.0,Nissan,Magnite,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-magnite-acenta-10l-turbo-74kw-cvt-remote-start-6-airbags-around-view-monitor-premium-features-955274.html,30,,dubicars,2026-04-28T13:56:32.503689,dom,,,True,955274.0,Japanese,mainstream,Economy,1.0,49800.0,0.0,78,-0.02,Normal
New Nissan Sylphy 2025,33000.0,AED,2025.0,0.0,Nissan,Sylphy,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-sylphy-classic-xe-16l-962403.html,14,,dubicars,2026-04-28T13:56:53.714982,dom,,,True,962403.0,Japanese,mainstream,Economy,1.0,33000.0,0.0,78,-0.57,Normal
New Nissan Magnite 2025,47800.0,AED,2025.0,0.0,Nissan,Magnite,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-magnite-acenta-10l-turbo-74kw-cvt-16-dual-tone-alloys-6-airbags-apple-carplay-cruise-control-955255.html,30,,dubicars,2026-04-28T13:58:09.930421,dom,,,True,955255.0,Japanese,mainstream,Economy,1.0,47800.0,0.0,78,-0.35,Normal
New Nissan Navara 2025,73800.0,AED,2025.0,10.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-navara-2025-le-25l-petrol-4x4-mt-dc-plus-unbeatable-prices-book-yours-now-928101.html,30,,dubicars,2026-04-28T13:58:41.700720,dom,,,True,928101.0,Japanese,mainstream,Mid-Range,1.0,73800.0,10.0,83,-1.55,Below Market
New Jeep Wrangler 2025,203999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-py-2525-unlimited-rubicon-xtreme-20l-turbo-gcc-bez-probega-912829.html,30,,dubicars,2026-04-28T14:59:23.223420,dom,,,True,912829.0,American,mainstream,Premium,1.0,203999.0,0.0,88,-0.03,Normal
New Jeep Grand Cherokee 2025,191000.0,AED,2025.0,0.0,Jeep,Grand Cherokee,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-jeep-grand-cherokee-jeep-grand-cherokee-900082.html,23,,dubicars,2026-04-28T15:02:38.978114,dom,,,True,900082.0,American,mainstream,Premium,1.0,191000.0,0.0,83,0.0,Normal
New Nissan Magnite 2025,52000.0,AED,2025.0,0.0,Nissan,Magnite,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-magnite-sl-893461.html,27,,dubicars,2026-04-28T14:07:17.511523,dom,,,True,893461.0,Japanese,mainstream,Economy,1.0,52000.0,0.0,78,0.35,Normal
New Nissan Patrol Super Safari 2024,285000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-gcc-spec-under-warranty-956960.html,20,,dubicars,2026-04-28T14:07:17.513765,dom,,,True,956960.0,Japanese,mainstream,Luxury,2.0,142500.0,0.0,83,-0.35,Normal
New Jeep Grand Cherokee 2025,256999.0,AED,2025.0,0.0,Jeep,Grand Cherokee,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-grand-cherokee-for-export-na-eksport-summit-reserve-luxury-4x4-2025-gcc-bez-probega-943850.html,30,,dubicars,2026-04-28T14:58:41.844533,dom,,,True,943850.0,American,mainstream,Luxury,1.0,256999.0,0.0,88,1.58,Overpriced ⚠️
New Jeep Wrangler 2025,351999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-py-2525-rubicon-392-final-edition-v8-64l-gcc-bez-probega-959001.html,30,,dubicars,2026-04-28T14:58:41.844696,dom,,,True,959001.0,American,mainstream,Luxury,1.0,351999.0,0.0,88,1.88,Overpriced ⚠️
New Jeep Wrangler 2025,369999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-py-2525-rubicon-392-final-edition-v8-64l-gcc-with-3-years-or-60k-km-warranty-official-dealer-911394.html,30,,dubicars,2026-04-28T14:58:41.845502,dom,,,True,911394.0,American,mainstream,Luxury,1.0,369999.0,0.0,88,2.11,Overpriced ⚠️
New Jeep Wrangler 2025,205999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-py-2525-unlimited-rubicon-xtreme-20l-turbo-gcc-bez-probega-913184.html,30,,dubicars,2026-04-28T14:58:41.845875,dom,,,True,913184.0,American,mainstream,Premium,1.0,205999.0,0.0,88,0.0,Normal
New Jeep Grand Cherokee 2025,199999.0,AED,2025.0,0.0,Jeep,Grand Cherokee,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-grand-cherokee-for-export-na-eksport-l-limited-plus-luxury-2025-gcc-bez-probega-869417.html,30,,dubicars,2026-04-28T14:58:41.847646,dom,,,True,869417.0,American,mainstream,Premium,1.0,199999.0,0.0,88,0.22,Normal
New Jeep Wrangler 2025,190999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-unlimited-sahara-i4-20l-turbo-2025-gcc-bez-probega-856490.html,27,,dubicars,2026-04-28T14:58:41.850225,dom,,,True,856490.0,American,mainstream,Premium,1.0,190999.0,0.0,88,-0.19,Normal
New Jeep Wrangler 2025,207999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-py-2525-unlimited-rubicon-xtreme-20l-turbo-gcc-bez-probega-913179.html,30,,dubicars,2026-04-28T14:59:10.228991,dom,,,True,913179.0,American,mainstream,Premium,1.0,207999.0,0.0,88,0.03,Normal
New Nissan Urvan 2025,85000.0,AED,2025.0,0.0,Nissan,Urvan,,Van/MPV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-nissan-urvan-3-seater-automatic-4-door-nv350-highroof-delivery-van-gcc-white-automatic-954443.html,11,,dubicars,2026-04-28T13:59:48.921436,dom,,,True,954443.0,Japanese,mainstream,Mid-Range,1.0,85000.0,0.0,88,0.0,Normal
New Nissan Navara 2025,98000.0,AED,2025.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-navara-navara-25l-at-diesel-2025-816781.html,8,,dubicars,2026-04-28T14:09:42.805885,dom,,,True,816781.0,Japanese,mainstream,Mid-Range,1.0,98000.0,0.0,83,0.0,Normal
New Nissan XTrail 2025,112000.0,AED,2025.0,50.0,Nissan,X-Trail,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-xtrail-sv-25l-sv-25-887078.html,14,,dubicars,2026-04-28T14:50:53.576366,dom,,,True,887078.0,Japanese,mainstream,Mid-Range,1.0,112000.0,50.0,83,,Normal
New Nissan Navara 2025,72000.0,AED,2025.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-navara-std-25l-4wd-mt-nissan-navara-double-cab-25l-petrol-4wd-5-seater-mt-white-924738.html,16,,dubicars,2026-04-28T14:51:01.245864,dom,,,True,924738.0,Japanese,mainstream,Mid-Range,1.0,72000.0,0.0,83,-1.66,Below Market
New Nissan Navara 2025,75000.0,AED,2025.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-navara-948911.html,24,,dubicars,2026-04-28T14:02:39.082739,dom,,,True,948911.0,Japanese,mainstream,Mid-Range,1.0,75000.0,0.0,83,-1.47,Below Market
New Nissan XTerra 2024,99000.0,AED,2024.0,0.0,Nissan,XTerra,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-xterra-platinum-petrol-at-25l-4wd-760261.html,16,,dubicars,2026-04-28T14:04:08.294904,dom,,,True,760261.0,Japanese,mainstream,Mid-Range,2.0,49500.0,0.0,78,-0.37,Normal
New Nissan Sunny 2024,41000.0,AED,2024.0,0.0,Nissan,Sunny,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-sunny-nissan-sunny-15l-2024-928807.html,15,,dubicars,2026-04-28T14:06:05.657663,dom,,,True,928807.0,Japanese,mainstream,Economy,2.0,20500.0,0.0,78,,Normal
New Nissan Kicks 2024,65900.0,AED,2024.0,50.0,Nissan,Kicks,,Hatchback,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-kicks-sl-16-885846.html,14,,dubicars,2026-04-28T14:06:38.032014,dom,,,True,885846.0,Japanese,mainstream,Mid-Range,2.0,32950.0,25.0,83,1.21,Normal
New Nissan Sunny 2024,53000.0,AED,2024.0,50.0,Nissan,Sunny,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-sunny-s-16l-s-16-885045.html,14,,dubicars,2026-04-28T14:06:38.032555,dom,,,True,885045.0,Japanese,mainstream,Economy,2.0,26500.0,25.0,78,,Normal
New Nissan Altima 2024,109000.0,AED,2024.0,50.0,Nissan,Altima,,Sedan,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-altima-sl-25l-sl-25-964419.html,11,,dubicars,2026-04-28T14:07:05.340980,dom,,,True,964419.0,Japanese,mainstream,Mid-Range,2.0,54500.0,25.0,83,,Normal
New Nissan Patrol Safari 2024,269999.0,AED,2024.0,1.0,Nissan,Patrol Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-safari-nissan-safari-2024-brand-new-manual-971821.html,13,,dubicars,2026-04-28T14:07:17.511020,dom,,,True,971821.0,Japanese,mainstream,Luxury,2.0,134999.5,0.5,78,1.71,Above Market
New Nissan Patrol Super Safari 2024,345000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-manual-gear-brand-new-under-official-dealer-warranty-full-option-897679.html,21,,dubicars,2026-04-28T14:55:57.990468,dom,,,True,897679.0,Japanese,mainstream,Luxury,2.0,172500.0,0.0,78,1.35,Above Market
New Jeep Wrangler 2025,171999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-unlimited-sport-s-i4-20t-2025-gcc-0km-with-3-years-warranty-or-60000-km-official-dealer-934069.html,25,,dubicars,2026-04-28T14:57:53.740000,dom,,,True,934069.0,American,mainstream,Premium,1.0,171999.0,0.0,88,-0.44,Below Market
New Jeep Grand Cherokee 2025,169999.0,AED,2025.0,0.0,Jeep,Grand Cherokee,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-grand-cherokee-for-export-na-eksport-limited-plus-luxury-2025-gcc-bez-probega-880819.html,30,,dubicars,2026-04-28T14:57:53.742917,dom,,,True,880819.0,American,mainstream,Premium,1.0,169999.0,0.0,88,-0.5,Normal
New Jeep Wrangler 2024,339999.0,AED,2024.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-jeep-wrangler-rubicon-392-final-edition-v8-64l-2024-gcc-with-3-years-or-60k-km-warranty-929581.html,29,,dubicars,2026-04-28T14:58:26.634510,dom,,,True,929581.0,American,mainstream,Luxury,2.0,169999.5,0.0,88,0.55,Normal
New Jeep Wrangler 2024,300999.0,AED,2024.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-jeep-wrangler-for-export-na-eksport-rubicon-392-v8-64l-2024-gcc-bez-probega-914911.html,30,,dubicars,2026-04-28T14:58:26.635952,dom,,,True,914911.0,American,mainstream,Luxury,2.0,150499.5,0.0,88,-0.28,Normal
New Jeep Wrangler 2025,199999.0,AED,2025.0,0.0,Jeep,Wrangler,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-jeep-wrangler-for-export-na-eksport-py-2525-unlimited-rubicon-xtreme-20l-turbo-gcc-bez-probega-912772.html,29,,dubicars,2026-04-28T14:58:26.636198,dom,,,True,912772.0,American,mainstream,Premium,1.0,199999.0,0.0,88,-0.08,Normal
New Nissan Patrol Super Safari 2024,290000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-970840.html,13,,dubicars,2026-04-28T14:07:33.239522,dom,,,True,970840.0,Japanese,mainstream,Luxury,2.0,145000.0,0.0,78,-0.21,Normal
New Nissan Pickup 2025,79000.0,AED,2025.0,0.0,Nissan,Pickup,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-pickup-z9-z9-20t-2wd-premium-gasoline-automatic-truck-969277.html,10,,dubicars,2026-04-28T14:08:34.758402,dom,,,True,969277.0,Japanese,mainstream,Mid-Range,1.0,79000.0,0.0,83,,Normal
New Nissan Kicks 2024,63199.0,AED,2024.0,40.0,Nissan,Kicks,,Hatchback,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-kicks-sl-guaranteed-warranty-0-down-payment-969434.html,27,,dubicars,2026-04-28T14:56:31.115845,dom,,,True,969434.0,Japanese,mainstream,Mid-Range,2.0,31599.5,20.0,83,0.0,Normal
New Nissan Kicks 2024,63099.0,AED,2024.0,69.0,Nissan,Kicks,,Hatchback,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-kicks-sl-guaranteed-warranty-0-down-payment-969444.html,28,,dubicars,2026-04-28T14:56:31.115965,dom,,,True,969444.0,Japanese,mainstream,Mid-Range,2.0,31549.5,34.5,83,-0.04,Normal
New Nissan Kicks 2024,63199.0,AED,2024.0,48.0,Nissan,Kicks,,Hatchback,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-kicks-sl-guaranteed-warranty-0-down-payment-969440.html,28,,dubicars,2026-04-28T14:56:31.116081,dom,,,True,969440.0,Japanese,mainstream,Mid-Range,2.0,31599.5,24.0,83,0.0,Normal
New Nissan Patrol 2024,299000.0,AED,2024.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2024-nissan-patrol-le-platinum-56lgcc-under-warranty-from-local-dealer-950662.html,13,,dubicars,2026-04-28T14:56:31.116541,dom,,,True,950662.0,Japanese,mainstream,Luxury,2.0,149500.0,0.0,88,0.59,Normal
New Nissan Navara 2024,68000.0,AED,2024.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-navara-navara-glx-809443.html,20,,dubicars,2026-04-28T14:51:01.250297,dom,,,True,809443.0,Japanese,mainstream,Mid-Range,2.0,34000.0,0.0,83,0.0,Normal
New Nissan Navara 2024,98000.0,AED,2024.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-navara-pro-4x-912824.html,29,,dubicars,2026-04-28T14:51:01.250963,dom,,,True,912824.0,Japanese,mainstream,Mid-Range,2.0,49000.0,0.0,83,1.58,Overpriced ⚠️
New Nissan XTrail 2023,109000.0,AED,2023.0,50.0,Nissan,X-Trail,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2023-nissan-xtrail-sv-25l-sv-25-880515.html,14,,dubicars,2026-04-28T14:51:26.703373,dom,,,True,880515.0,Japanese,mainstream,Mid-Range,3.0,36333.333333333336,16.666666666666668,83,,Normal
New Nissan Navara 2025,114000.0,AED,2025.0,0.0,Nissan,Navara,,Pickup,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-navara-navara-25-diesel-pro4x-4x4-at-2025-my-engine-type-25d-mid-output-diesel-816770.html,20,,dubicars,2026-04-28T14:51:26.705588,dom,,,True,816770.0,Japanese,mainstream,Mid-Range,1.0,114000.0,0.0,83,1.02,Above Market
New Nissan XTerra 2025,99000.0,AED,2025.0,0.0,Nissan,XTerra,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-xterra-x-terra-platinum-ptr-at-my2025-grey-860328.html,30,,dubicars,2026-04-28T14:51:50.982489,dom,,,True,860328.0,Japanese,mainstream,Mid-Range,1.0,99000.0,0.0,78,0.0,Normal
New Nissan Patrol 2025,295000.0,AED,2025.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2025-nissan-patrol-se-t2-38l-nissan-patrol-se-2025-gcc-v6-38-petrol-813095.html,16,,dubicars,2026-04-28T14:51:50.983590,dom,,,True,813095.0,Japanese,mainstream,Luxury,1.0,295000.0,0.0,88,-0.56,Normal
New Nissan Armada 2024,172900.0,AED,2024.0,0.0,Nissan,Armada,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-armada-sl-plus-962643.html,13,,dubicars,2026-04-28T14:54:10.114856,dom,,,True,962643.0,Japanese,mainstream,Premium,2.0,86450.0,0.0,78,1.75,Normal
New Nissan Sylphy 2024,41500.0,AED,2024.0,18.0,Nissan,Sylphy,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-sylphy-nissan-sylphy-2024-model-16l-chinese-specs-can-be-exported-960319.html,16,,dubicars,2026-04-28T14:55:57.989006,dom,,,True,960319.0,Japanese,mainstream,Economy,2.0,20750.0,9.0,78,,Normal
New Nissan Patrol Super Safari 2024,295000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-manual-gear-brand-new-under-official-dealer-warranty-full-option-897675.html,24,,dubicars,2026-04-28T14:55:57.990350,dom,,,True,897675.0,Japanese,mainstream,Luxury,2.0,147500.0,0.0,78,-0.07,Normal
New Nissan Patrol 2025,282750.0,AED,2025.0,0.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-patrol-le-t1-35l-931826.html,25,,dubicars,2026-04-28T14:56:31.116881,dom,,,True,931826.0,Japanese,mainstream,Luxury,1.0,282750.0,0.0,83,-0.79,Normal
New Nissan Patrol 2023,239999.0,AED,2023.0,26.0,Nissan,Patrol,,SUV,Petrol,Automatic,,,,,,,GCC Spec,dealer,,https://www.dubicars.com/2023-nissan-patrol-se-platinum-40l-brand-new-gcc-2-years-warranty-service-contract-available-965315.html,19,,dubicars,2026-04-28T15:01:35.475461,dom,,,True,965315.0,Japanese,mainstream,Premium,3.0,79999.66666666667,8.666666666666666,88,,Normal
New Nissan Patrol Super Safari 2024,300000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-automatic-brand-new-under-official-dealer-warranty-full-option-897680.html,28,,dubicars,2026-04-28T14:55:57.990585,dom,,,True,897680.0,Japanese,mainstream,Luxury,2.0,150000.0,0.0,78,0.07,Normal
New Nissan Patrol Super Safari 2024,340000.0,AED,2024.0,0.0,Nissan,Patrol Super Safari,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2024-nissan-patrol-super-safari-2-doors-automatic-brand-new-under-official-dealer-warranty-full-option-897681.html,20,,dubicars,2026-04-28T14:55:57.990699,dom,,,True,897681.0,Japanese,mainstream,Luxury,2.0,170000.0,0.0,78,1.2,Normal
New Nissan XTerra 2025,122499.0,AED,2025.0,14.0,Nissan,XTerra,,Unknown,Petrol,Automatic,,,,,,,Unknown,dealer,,https://www.dubicars.com/2025-nissan-xterra-platinum-25l-4wd-platinum-guaranteed-warranty-0-down-payment-946127.html,28,,dubicars,2026-04-28T14:56:19.312531,dom,,,True,946127.0,Japanese,mainstream,Premium,1.0,122499.0,14.0,78,1.58,Above Market
